turn,qucb_mean,ucb_mean,thomp_mean
79145,52.603725,100.301414,67.97189
80402,52.976337,101.81315,68.713264
81658,53.34865,103.329575,69.4502
82914,53.822636,104.8027,70.18187
84170,54.30907,106.20131,70.90655
85427,54.79589,107.61932,71.62722
86683,55.282322,108.92747,72.33847
87939,55.768753,110.30179,73.048325
89195,56.255188,111.76127,73.75538
90452,56.742004,113.24824,74.458595
91708,57.22844,114.67986,75.157265
92964,57.71487,116.0828,75.84838
94220,58.2013,117.51551,76.53321
95477,58.68812,119.00427,77.21378
96733,59.174553,120.511795,77.890366
97989,59.660988,121.908676,78.560196
99246,59.885128,123.22409,79.22896
100502,60.063225,124.538635,79.89746
101758,60.24132,125.95484,80.56161
103014,60.41942,127.363464,81.22118
104271,60.597656,128.68692,81.87599
105527,60.77575,130.00504,82.52571
106783,60.953846,131.37068,83.17005
108039,61.131943,132.75143,83.8128
109296,61.31018,134.1535,84.45099
110552,61.488277,135.46802,85.08532
111808,61.66637,136.81953,85.715805
113064,61.844467,138.14177,86.3449
114321,62.0227,139.49628,86.96985
115577,62.2008,140.85013,87.59447
116833,62.378895,142.16162,88.21449
118090,62.557133,143.4861,88.83129
119346,62.73523,144.76155,89.44161
120602,62.913322,146.10632,90.049736
121858,63.091423,147.41484,90.65423
123115,63.269657,148.76057,91.2524
124371,63.447754,150.09729,91.84663
125627,63.625847,151.37202,92.4367
126883,63.803944,152.67784,93.02451
128140,63.982185,154.00877,93.60812
129396,64.16028,155.3513,94.183525
130652,64.33837,156.60054,94.75555
131908,64.4162,157.84091,95.32216
133165,64.464096,159.14864,95.891396
134421,64.511955,160.38304,96.45569
135677,64.570694,161.70868,97.01153
136934,64.64027,163.06116,97.5664
138190,64.70979,164.40804,98.11451
139446,64.83206,165.77359,98.65863
140702,65.11737,167.02687,99.20065
141959,65.40291,168.25597,99.7425
143215,65.68821,169.53203,100.281906
144471,65.973526,170.75504,100.823456
145727,66.258835,172.0239,101.362
146984,66.544365,173.29271,101.90154
148240,66.83357,174.50873,102.43829
149496,67.12425,175.73749,102.973595
150752,67.414925,176.97307,103.50369
152009,67.705826,178.14723,104.02982
153265,67.9965,179.37798,104.554504
154521,68.28717,180.62312,105.08075
155778,68.57808,181.87271,105.605896
157034,68.86876,183.08961,106.13013
158290,69.15943,184.34146,106.65161
159546,69.4501,185.52959,107.17303
160803,69.741005,186.70485,107.69131
162059,70.03168,187.83803,108.207436
163315,70.32236,189.02084,108.72388
164571,70.540344,190.23578,109.23631
165828,70.72525,191.45596,109.74426
167084,70.91001,192.66293,110.246475
168340,71.094765,193.84149,110.74618
169596,71.27953,195.03836,111.246506
170853,71.46444,196.25804,111.74439
172109,71.64919,197.49603,112.23738
173365,71.833954,198.64523,112.7313
174622,72.01886,199.843,113.223015
175878,72.20363,201.02132,113.71232
177134,72.38838,202.18507,114.20072
178390,72.57314,203.43231,114.68602
179647,72.75805,204.66083,115.17163
180903,72.94281,205.89279,115.65428
182159,73.12757,207.14752,116.13301
183415,73.312325,208.40874,116.609344
184672,73.49724,209.6834,117.083664
185928,73.682,210.88818,117.5559
187184,73.86676,212.04373,118.02726
188440,74.05151,213.17169,118.49749
189697,74.23642,214.40756,118.96321
190953,74.42118,215.71416,119.42801
192209,74.60594,216.91678,119.89196
193466,74.79085,218.1484,120.353874
194722,74.97561,219.41815,120.81337
195978,75.16037,220.61748,121.268234
197234,75.278725,221.76926,121.71907
198491,75.35381,222.95828,122.16911
199747,75.42883,224.16354,122.62068
201003,75.50385,225.36537,123.06948
202259,75.57887,226.61374,123.51476
203516,75.65396,227.87744,123.95663
204772,75.72898,229.10667,124.395546
206028,75.80401,230.3103,124.82973
207284,75.87902,231.47746,125.264175
208541,75.95411,232.69588,125.69941
209797,76.02913,233.88243,126.13262
211053,76.10416,235.07558,126.56385
212310,76.17924,236.2748,126.99531
213566,76.25426,237.40317,127.42506
214822,76.329285,238.5,127.85508
216078,76.404305,239.64665,128.28516
217335,76.479385,240.80945,128.71202
218591,76.554405,241.98456,129.13837
219847,76.62943,243.14534,129.56229
221103,76.70445,244.31015,129.98474
222360,76.77953,245.4121,130.40703
223616,76.85455,246.50038,130.82553
224872,76.92958,247.56436,131.24449
226128,77.0046,248.70248,131.65985
227385,77.07968,249.87666,132.07602
228641,77.1547,251.06926,132.48979
229897,77.22973,252.2378,132.90482
231154,77.3048,253.372,133.3199
232410,77.37983,254.49976,133.73488
233666,77.45485,255.5896,134.14877
234922,77.52988,256.68463,134.5586
236179,77.60495,257.7311,134.96587
237435,77.67998,258.77457,135.37343
238691,77.755,259.78113,135.78038
239947,77.830025,260.79724,136.18802
241204,77.9051,261.83957,136.59644
242460,77.980125,262.96262,137.00212
243716,78.055145,264.11627,137.40895
244972,78.13017,265.25015,137.81227
246229,78.20525,266.40643,138.21326
247485,78.28027,267.53864,138.6141
248741,78.35529,268.67657,139.01376
249998,78.43038,269.85812,139.41322
