turn,qucb_mean,qucb_low,qucb_high,ucb_mean,ucb_low,ucb_high,thomp_mean,thomp_low,thomp_high
0,0.0,0.0,0.0,0.0,0.0,0.0,0.000205,0.0001802844464788145,0.0002297155535211855
1250,0.3159000000000354,0.3079916614778278,0.32380833852224294,0.3137350000000351,0.31256955789378077,0.3149004421062895,0.3070450000000344,0.29496711701818423,0.3191228829818845
2500,0.6307200000000706,0.6169871073916656,0.6444528926084755,0.6268850000000702,0.6245254090515273,0.6292445909486131,0.6401150000000726,0.6132706000094087,0.6669593999907365
3750,0.9402000000001053,0.9340490700383883,0.9463509299618222,0.9391200000001052,0.9358365080796154,0.942403491920595,0.9751700000001455,0.9335058750958455,1.0168341249044457
5000,1.275375000000204,1.2502500000001957,1.3005000000002123,1.248840000000195,1.2446097823445472,1.2530702176558426,1.294730000000239,1.2379839279962628,1.3514760720042154
6250,1.608625000000315,1.5627500000002996,1.6545000000003305,1.5589750000002984,1.5539340446284842,1.5640159553721127,1.5989200000003347,1.5271177189667973,1.6707222810338722
7500,1.8898750000004092,1.8752500000004042,1.9045000000004142,1.8697100000004025,1.8635790791145066,1.8758409208862985,1.894085000000429,1.8064757838741725,1.9816942161266855
8750,2.1711250000005027,2.154500000000497,2.1877500000005083,2.1818800000005067,2.1748009152853705,2.188959084715643,2.1863500000005214,2.081983204974292,2.290716795026751
10000,2.452375000000597,2.404500000000581,2.5002500000006127,2.4930700000006105,2.4850315726580603,2.5011084273431607,2.481310000000585,2.359276609599698,2.603343390401472
11250,2.733625000000691,2.6545000000006644,2.8127500000007175,2.802630000000714,2.7933832161754495,2.811876783825978,2.769170000000592,2.6294428067042546,2.908897193296929
12500,3.030975000000763,2.9367000000007346,3.1252500000007917,3.1056700000008153,3.0952372010504154,3.116102798951215,3.0529850000005565,2.895682501022946,3.210287498978167
13750,3.3747250000008777,3.31170000000086,3.4377500000008956,3.417235000000919,3.4057002819744744,3.4287697180273637,3.3352750000004985,3.1612127129696326,3.5093372870313644
15000,3.7184750000009927,3.686700000000985,3.7502500000010004,3.730070000001023,3.7177523748281627,3.7423876251738837,3.6200250000004273,3.429876224200718,3.8101737758001364
16250,4.062225000001079,4.061700000001079,4.0627500000010786,4.03619500000106,4.022752126302227,4.049637873699893,3.903210000000351,3.697776128856563,4.108643871144139
17500,4.147885000001032,4.127115043241631,4.168654956760433,4.34773500000092,4.332772097297133,4.362697902704707,4.17716000000027,3.9565738260331775,4.397746173967362
18750,4.229135000000987,4.187240188929746,4.2710298110722285,4.651065000000753,4.635330620774162,4.666799379227345,4.449360000000218,4.212865706490608,4.685854293509828
20000,4.310385000000942,4.24736533461786,4.373404665384023,4.9671250000005776,4.950944035727776,4.983305964273379,4.711025000000192,4.45894733486235,4.9631026651380346
21250,4.391635000000897,4.307490480305975,4.475779519695819,5.271955000000409,5.254952789664314,5.288957210336504,4.967290000000212,4.699606227745956,5.234973772254468
22500,4.4728850000008515,4.367615625994089,4.578154374007614,5.575985000000241,5.558005930442242,5.59396406955824,5.21951000000027,4.936151494257527,5.502868505743012
23750,4.554135000000807,4.427740771682204,4.6805292283194095,5.885830000000069,5.866472309987419,5.905187690012719,5.471355000000346,5.172756953204569,5.7699530467961235
25000,4.835185000000688,4.705917791495666,4.964452208505711,6.194334999999898,6.173701802449321,6.2149681975504745,5.717215000000457,5.403300888085501,6.031129111915413
26250,5.378935000000387,5.270792645807204,5.487077354193569,6.4969849999997304,6.47534085966434,6.518629140335121,5.958445000000575,5.62949861111266,6.28739138888849
27500,5.922685000000086,5.835667500118744,6.009702499881428,6.802409999999561,6.779166153871442,6.825653846127681,6.1962400000007065,5.852441743260777,6.540038256740636
28750,6.466434999999784,6.400542354430282,6.532327645569286,7.112024999999389,7.0871048868547675,7.1369451131440105,6.436090000000848,6.077629764728126,6.7945502352735705
30000,7.010184999999483,6.965417208741822,7.054952791257144,7.418604999999222,7.392352320198553,7.444857679799892,6.674950000000991,6.301982696243954,7.0479173037580285
31250,7.55393499999918,7.530292063053359,7.577577936945001,7.731654999999088,7.704987989873465,7.758322010124711,6.913580000001141,6.525516499019616,7.3016435009826655
32500,8.097684999999016,8.09516691736504,8.100203082632992,8.036089999999106,8.008128726834775,8.064051273163438,7.149710000001306,6.746306932451984,7.553113067550629
33750,8.184519999999122,8.173678101473648,8.195361898524595,8.348134999999349,8.318993686468646,8.377276313530052,7.385655000001477,6.96664386687765,7.804666133125304
35000,8.209519999999152,8.18636895237573,8.232671047622574,8.66283999999971,8.632343744326214,8.693336255673206,7.620910000001594,7.186414970541628,8.05540502946156
36250,8.234519999999184,8.199059803277814,8.269980196720555,8.970385000000084,8.939430790698484,9.001339209301683,7.8548500000016865,7.404969803631548,8.304730196371825
37500,8.259519999999215,8.211750654179896,8.307289345818534,9.274225000000454,9.242472643550043,9.305977356450866,8.085490000001753,7.620672160261725,8.550307839741782
38750,8.284519999999246,8.224441505081979,8.344598494916513,9.588505000000838,9.555354677779379,9.621655322222297,8.312800000001765,7.83272028771255,8.792879712290981
40000,8.309519999999274,8.23713235598406,8.381907644014488,9.888645000001205,9.855142280154542,9.922147719847867,8.538500000001768,8.042664627660484,9.034335372343053
41250,8.334519999999305,8.249823206886143,8.419216793112467,10.198680000001584,10.164509011716097,10.23285098828707,8.76334500000178,8.251653275578425,9.275036724425133
42500,8.359519999999335,8.262514057788225,8.456525942210446,10.51473000000197,10.480494153984555,10.548965846019385,8.985845000001754,8.45833360524245,9.51335639476106
