turn,qucb_mean,qucb_low,qucb_high,ucb_mean,ucb_low,ucb_high,thomp_mean,thomp_low,thomp_high
0,0.0,0.0,0.0,0.0,0.0,0.0,0.024399999999999998,0.022439171479999208,0.02636082852000079
1250,18.71999999999978,18.71999999999978,18.71999999999978,18.822799999999777,18.694020485975525,18.95157951402403,4.810800000000001,4.626125036834439,4.995474963165564
2500,38.89039999999935,38.700799999999354,39.07999999999935,33.51199999999946,33.29927662957855,33.72472337042037,5.683999999999998,5.484053744594941,5.883946255405056
3750,39.07999999999935,39.07999999999935,39.07999999999935,46.221199999999186,45.94544548759529,46.49695451240308,6.247999999999996,6.030882799419576,6.465117200580416
5000,39.07999999999935,39.07999999999935,39.07999999999935,57.41439999999897,57.058270630700726,57.770529369297215,6.597199999999995,6.371383945422271,6.823016054577718
6250,79.51160000000127,79.10320000000125,79.92000000000128,67.42119999999943,67.01389202876098,67.82850797123788,6.905199999999992,6.67374913124711,7.136650868752874
7500,79.51160000000127,79.10320000000125,79.92000000000128,76.91840000000083,76.44200548731493,77.39479451268673,7.16199999999999,6.924432274409112,7.3995677255908685
8750,79.51160000000127,79.10320000000125,79.92000000000128,85.57480000000218,85.03683806826344,86.11276193174093,7.379199999999988,7.134615186675266,7.623784813324711
10000,79.86680000000129,79.81360000000129,79.9200000000013,93.71160000000346,93.12306048389574,94.30013951611117,7.563199999999987,7.309396493724013,7.81700350627596
11250,79.9200000000013,79.9200000000013,79.9200000000013,101.38720000000465,100.7720272956673,102.00237270434201,7.733199999999985,7.473421660921177,7.9929783390787925
12500,79.9200000000013,79.9200000000013,79.9200000000013,108.30720000000574,107.64553466789492,108.96886533211655,7.873999999999983,7.606616493788516,8.141383506211449
13750,79.9200000000013,79.9200000000013,79.9200000000013,114.91240000000673,114.23448836546831,115.59031163454515,8.010399999999983,7.742620733144661,8.278179266855306
15000,79.9200000000013,79.9200000000013,79.9200000000013,121.1176000000075,120.43085912258185,121.80434087743315,8.14559999999998,7.8764350241163745,8.414764975883587
16250,79.9200000000013,79.9200000000013,79.9200000000013,127.12680000000778,126.38681800623287,127.86678199378268,8.27279999999998,8.003383043284828,8.542216956715134
17500,79.9200000000013,79.9200000000013,79.9200000000013,132.89320000000743,132.10954947905452,133.67685052096033,8.372799999999978,8.101700551997832,8.643899448002125
18750,80.09120000000132,79.9200000000013,80.26240000000135,138.39280000000662,137.59102593071927,139.19457406929396,8.463999999999977,8.190380342132135,8.73761965786782
20000,80.59120000000134,79.9200000000013,81.26240000000138,143.51800000000569,142.71453208722482,144.32146791278655,8.553599999999976,8.278374490259111,8.828825509740842
21250,80.7380000000013,79.9200000000013,81.55600000000132,148.19760000000477,147.41248147816677,148.98271852184277,8.631999999999975,8.355337057345231,8.908662942654718
22500,80.7380000000013,79.9200000000013,81.55600000000132,153.46880000000374,152.6583606219783,154.2792393780292,8.697999999999974,8.420305960096382,8.975694039903566
23750,80.7380000000013,79.9200000000013,81.55600000000132,158.00160000000284,157.16786231967666,158.83533768032902,8.769599999999974,8.490419021805083,9.048780978194864
25000,80.7380000000013,79.9200000000013,81.55600000000132,162.159600000002,161.27189516326212,163.0473048367419,8.821599999999973,8.540931579937794,9.102268420062153
26250,80.7380000000013,79.9200000000013,81.55600000000132,166.39200000000116,165.46344199987644,167.32055800012589,8.879199999999972,8.596876606378657,9.161523393621287
27500,80.7380000000013,79.9200000000013,81.55600000000132,170.3200000000004,169.39366101280856,171.24633898719222,8.945199999999971,8.661592842477498,9.228807157522445
28750,80.7380000000013,79.9200000000013,81.55600000000132,173.8147999999997,172.87744198403107,174.75215801596835,9.00679999999997,8.721641710446594,9.291958289553346
30000,80.7380000000013,79.9200000000013,81.55600000000132,177.7731999999989,176.82349628352173,178.72290371647605,9.05959999999997,8.77320464142351,9.34599535857643
31250,80.7380000000013,79.9200000000013,81.55600000000132,181.58759999999816,180.6272475907761,182.54795240922022,9.11679999999997,8.828881560370297,9.404718439629642
32500,80.7380000000013,79.9200000000013,81.55600000000132,185.16959999999744,184.19114933933378,186.1480506606611,9.179999999999968,8.89026978763061,9.469730212369326
33750,80.7380000000013,79.9200000000013,81.55600000000132,188.7611999999967,187.7519565061368,189.77044349385662,9.241599999999966,8.94986888261877,9.533331117381163
35000,80.7380000000013,79.9200000000013,81.55600000000132,192.384399999996,191.34138077803826,193.42741922195373,9.297199999999966,9.00501975675027,9.589380243249662
36250,80.7380000000013,79.9200000000013,81.55600000000132,195.62399999999536,194.5866926855287,196.66130731446202,9.347999999999965,9.05475951882798,9.64124048117195
37500,80.7380000000013,79.9200000000013,81.55600000000132,199.0299999999947,197.97227896977105,200.08772103021832,9.396399999999964,9.1015805716145,9.691219428385429
38750,80.7380000000013,79.9200000000013,81.55600000000132,202.01439999999408,200.9551806159976,203.07361938399058,9.456399999999963,9.16031423846825,9.752485761531677
40000,80.7380000000013,79.9200000000013,81.55600000000132,204.95119999999352,203.88625493781703,206.01614506217,9.496799999999963,9.198947657760096,9.79465234223983
41250,80.7380000000013,79.9200000000013,81.55600000000132,207.74759999999296,206.67820399261046,208.81699600737545,9.540399999999963,9.241194050186063,9.839605949813862
42500,80.7380000000013,79.9200000000013,81.55600000000132,210.83639999999232,209.7648608113824,211.90793918860226,9.583199999999962,9.283349974187399,9.883050025812526
43750,80.7380000000013,79.9200000000013,81.55600000000132,213.67039999999176,212.61170263077074,214.72909736921278,9.62839999999996,9.327353048394892,9.929446951605028
45000,80.7380000000013,79.9200000000013,81.55600000000132,216.37559999999124,215.31360052958127,217.4375994704012,9.66559999999996,9.36274648938982,9.9684535106101
46250,80.7380000000013,79.9200000000013,81.55600000000132,218.78519999999077,217.72044965243234,219.8499503475492,9.69479999999996,9.391392999954206,9.998207000045713
47500,80.7380000000013,79.9200000000013,81.55600000000132,221.51239999999018,220.4269621828173,222.59783781716305,9.74159999999996,9.437554591376433,10.045645408623486
48750,80.7380000000013,79.9200000000013,81.55600000000132,224.12879999998967,223.0366833702615,225.22091662971783,9.777999999999958,9.47330256769617,10.082697432303746
