x,y1,y2,y3
0.0,2.0,2.0,0.0
0.010101010101010102,1.9797979797979783,1.9797979797979783,2.622835996364602e-10
0.020202020202020204,1.9595959595959584,1.9595959595959584,1.6445323708317888e-08
0.030303030303030304,1.9393939393939383,1.9393939393939383,1.834801043261109e-07
0.04040404040404041,1.9191919191919187,1.9191919191919187,1.0095460701375718e-06
0.05050505050505051,1.8989898989898992,1.8989898989898992,3.77046329392011e-06
0.06060606060606061,1.8787878787878778,1.8787878787878778,1.1020273766087034e-05
0.07070707070707072,1.858585858585859,1.858585858585859,2.7194612744706724e-05
0.08080808080808081,1.838383838383838,1.838383838383838,5.9284572236652727e-05
0.09090909090909091,1.8181818181818177,1.8181818181818177,0.00011755985981285288
0.10101010101010102,1.7979797979797967,1.7979797979797967,0.00021632115709291943
0.11111111111111112,1.7777777777777775,1.7777777777777775,0.0003746626833667545
0.12121212121212122,1.757575757575757,1.757575757575757,0.0006172270709530371
0.13131313131313133,1.7373737373737366,1.7373737373737366,0.0009749357600268214
0.14141414141414144,1.7171717171717165,1.7171717171717165,0.0014856792217807643
0.15151515151515152,1.6969696969696961,1.6969696969696961,0.002194952419916852
0.16161616161616163,1.676767676767676,1.676767676767676,0.0031564220215977816
0.17171717171717174,1.6565656565656561,1.6565656565656561,0.004432412970119431
0.18181818181818182,1.6363636363636358,1.6363636363636358,0.006094303132698293
0.19191919191919193,1.6161616161616155,1.6161616161616155,0.0082228158378999
0.20202020202020204,1.5959595959595956,1.5959595959595956,0.010908201218366652
0.21212121212121213,1.575757575757575,1.575757575757575,0.014250298375635882
0.22222222222222224,1.5555555555555551,1.5555555555555551,0.018358471484970964
0.23232323232323235,1.5353535353535346,1.5353535353535346,0.023351414059261208
0.24242424242424243,1.5151515151515142,1.5151515151515142,0.029356816692177747
0.25252525252525254,1.494949494949494,1.494949494949494,0.03651089470190577
0.26262626262626265,1.4747474747474743,1.4747474747474743,0.0449577731979053
0.27272727272727276,1.4545454545454541,1.4545454545454541,0.05484872819428469
0.2828282828282829,1.4343434343434336,1.4343434343434336,0.06634128349450479
0.29292929292929293,1.4141414141414137,1.4141414141414137,0.07959816417326193
0.30303030303030304,1.3939393939393938,1.3939393939393938,0.09478610858253181
0.31313131313131315,1.373737373737373,1.373737373737373,0.11207454190988823
0.32323232323232326,1.3535353535353525,1.3535353535353525,0.13163411541834177
0.33333333333333337,1.3333333333333333,1.3333333333333333,0.1536351165980797
0.3434343434343435,1.3131313131313125,1.3131313131313125,0.17824575656161418
0.3535353535353536,1.2929292929292924,1.2929292929292924,0.20563034211498454
0.36363636363636365,1.272727272727272,1.272727272727272,0.2359473410387882
0.37373737373737376,1.2525252525252526,1.2525252525252526,0.2693473502139482
0.38383838383838387,1.2323232323232316,1.2323232323232316,0.30597097732825557
0.393939393939394,1.2121212121212117,1.2121212121212117,0.345946648000864
0.4040404040404041,1.1919191919191914,1.1919191919191914,0.3893883512630342
0.4141414141414142,1.1717171717171713,1.1717171717171713,0.43639333743457237
0.42424242424242425,1.151515151515151,1.151515151515151,0.4870397835365253
0.43434343434343436,1.1313131313131308,1.1313131313131308,0.5413844424818364
0.4444444444444445,1.1111111111111105,1.1111111111111105,0.5994602933868062
0.4545454545454546,1.0909090909090904,1.0909090909090904,0.6612742114472973
0.4646464646464647,1.0707070707070698,1.0707070707070698,0.7268046769248169
0.4747474747474748,1.05050505050505,1.05050505050505,0.7959995438886803
0.48484848484848486,1.0303030303030298,1.0303030303030298,0.8687738904616316
0.494949494949495,1.01010101010101,1.01010101010101,0.9450079734174153
0.5050505050505051,0.9898989898989895,0.9898989898989895,1.0245453110799214
0.5151515151515152,0.9696969696969691,0.9696969696969691,1.1071909195746752
0.5252525252525253,0.9494949494949488,0.9494949494949488,1.1927097285845483
0.5353535353535354,0.9292929292929292,0.9292929292929292,1.2808252038627308
0.5454545454545455,0.9090909090909086,0.9090909090909086,1.3712182048571162
0.5555555555555556,0.8888888888888883,0.8888888888888883,1.4635261069013838
0.5656565656565657,0.8686868686868683,0.8686868686868683,1.5573422185292045
0.5757575757575758,0.8484848484848482,0.8484848484848482,1.652215525569125
0.5858585858585859,0.828282828282828,0.828282828282828,1.7476507947788182
0.595959595959596,0.8080808080808074,0.8080808080808074,1.8431090708785116
0.6060606060606061,0.7878787878787876,0.7878787878787876,1.9380086019445444
0.6161616161616162,0.7676767676767673,0.7676767676767673,2.031726229225159
0.6262626262626263,0.7474747474747471,0.7474747474747471,2.1235992785416884
0.6363636363636365,0.7272727272727268,0.7272727272727268,2.212927991539575
0.6464646464646465,0.707070707070707,0.707070707070707,2.298978536154599
0.6565656565656566,0.6868686868686865,0.6868686868686865,2.3809866367610124
0.6666666666666667,0.6666666666666664,0.6666666666666664,2.458161865569274
0.6767676767676768,0.646464646464646,0.646464646464646,2.5296926379422846
0.686868686868687,0.6262626262626259,0.6262626262626259,2.594751955400122
0.696969696969697,0.6060606060606057,0.6060606060606057,2.652503941184429
0.7070707070707072,0.5858585858585855,0.5858585858585855,2.702111214354718
0.7171717171717172,0.5656565656565652,0.5656565656565652,2.74274314948999
0.7272727272727273,0.5454545454545452,0.5454545454545452,2.773585070170245
0.7373737373737375,0.525252525252525,0.525252525252525,2.793848425513493
0.7474747474747475,0.5050505050505049,0.5050505050505049,2.8027820001451382
0.7575757575757577,0.4848484848484843,0.4848484848484843,2.7996842090776193
0.7676767676767677,0.46464646464646464,0.46464646464646464,2.7839165300793898
0.7777777777777778,0.4444444444444443,0.4444444444444443,2.7549181272134535
