turn,Random,Greedy,EpsilonGreedy,UCB,ThompsonBernoulli
357,107.0039999999997,41.930999999999756,14.164200000000001,11.123999999999997,3.2243999999999997
358,107.30819999999969,42.04679999999975,14.1936,11.132999999999996,3.2256
359,107.6087999999997,42.16259999999974,14.223,11.146199999999997,3.2285999999999992
360,107.9087999999997,42.27839999999975,14.2548,11.157599999999997,3.2298
361,108.21779999999968,42.39419999999974,14.278799999999999,11.167799999999996,3.2316
362,108.52799999999968,42.509999999999735,14.306400000000002,11.1786,3.2346000000000004
363,108.81839999999967,42.62579999999974,14.338799999999999,11.187599999999996,3.2358000000000002
364,109.12679999999968,42.74159999999974,14.3676,11.199599999999998,3.2364
365,109.44179999999967,42.85739999999974,14.396399999999998,11.212199999999998,3.24
366,109.74479999999967,42.973199999999736,14.425199999999998,11.223599999999998,3.2411999999999996
367,110.04359999999966,43.088999999999736,14.461200000000002,11.238599999999998,3.2423999999999995
368,110.33879999999967,43.20479999999974,14.488199999999999,11.252999999999997,3.2436
369,110.64179999999966,43.32059999999973,14.5212,11.264399999999998,3.2454
370,110.92739999999966,43.43639999999973,14.554799999999998,11.272199999999996,3.2472
371,111.23039999999966,43.552199999999736,14.5824,11.283599999999998,3.2514000000000003
372,111.53159999999966,43.66799999999973,14.6052,11.293199999999997,3.2526
373,111.82919999999964,43.78379999999973,14.634,11.305799999999996,3.2532
374,112.14539999999964,43.89959999999973,14.667,11.318399999999999,3.2532
375,112.44359999999966,44.01539999999973,14.6982,11.328599999999996,3.2538
376,112.73879999999964,44.13119999999973,14.727599999999999,11.340599999999997,3.2556
377,113.04119999999965,44.24699999999972,14.7618,11.348999999999997,3.2567999999999997
378,113.34179999999964,44.36279999999972,14.793,11.3628,3.258
379,113.63339999999963,44.47859999999973,14.8194,11.374799999999997,3.2586
380,113.92859999999963,44.59439999999972,14.851199999999999,11.387399999999998,3.2603999999999997
381,114.23519999999964,44.71019999999972,14.881200000000002,11.396999999999997,3.264
382,114.52739999999962,44.82599999999972,14.908800000000001,11.411999999999999,3.2646
383,114.83399999999962,44.94179999999971,14.9382,11.422199999999997,3.2658
384,115.14299999999962,45.05759999999972,14.9718,11.435399999999998,3.2664
385,115.43279999999962,45.17339999999972,15.0048,11.444999999999997,3.267
386,115.73099999999963,45.289199999999724,15.042,11.453399999999998,3.2681999999999998
387,116.02799999999961,45.40499999999972,15.0714,11.462399999999997,3.27
388,116.33459999999961,45.52079999999971,15.1026,11.471999999999996,3.2718000000000003
389,116.6291999999996,45.63659999999972,15.135,11.481599999999998,3.273
390,116.9339999999996,45.75239999999972,15.1722,11.488199999999997,3.2766
391,117.23219999999961,45.8681999999997,15.2016,11.503199999999998,3.279
392,117.5153999999996,45.98399999999971,15.2346,11.515199999999997,3.2814
393,117.8081999999996,46.09979999999971,15.261,11.525999999999996,3.282
394,118.11179999999958,46.21559999999972,15.290400000000002,11.531399999999996,3.2838000000000003
395,118.4213999999996,46.331399999999704,15.3234,11.5428,3.285
396,118.72919999999958,46.447199999999704,15.355799999999999,11.553599999999996,3.2862
397,119.01719999999959,46.56299999999971,15.394200000000001,11.558999999999996,3.2886
398,119.30459999999958,46.6787999999997,15.4242,11.563799999999999,3.2904
399,119.61599999999957,46.7945999999997,15.4524,11.570399999999998,3.2916000000000003
400,119.90099999999958,46.910399999999704,15.4776,11.582999999999997,3.2934000000000005
401,120.21959999999957,47.026199999999704,15.5052,11.591999999999997,3.2946000000000004
402,120.51719999999958,47.1419999999997,15.535200000000001,11.602199999999996,3.2946000000000004
403,120.81899999999956,47.2577999999997,15.560400000000001,11.614199999999997,3.2958000000000003
404,121.11659999999956,47.3735999999997,15.588600000000001,11.626199999999997,3.297
405,121.43159999999956,47.489399999999705,15.624,11.638799999999996,3.2976000000000005
406,121.71299999999957,47.60519999999969,15.654,11.647799999999995,3.2988000000000004
407,122.01299999999955,47.72099999999969,15.6768,11.654999999999996,3.3005999999999998
408,122.32199999999955,47.8367999999997,15.7068,11.664599999999997,3.3036000000000003
409,122.60819999999954,47.952599999999684,15.738,11.671799999999998,3.3036000000000003
410,122.89859999999955,48.06839999999969,15.769200000000001,11.685599999999997,3.3048
411,123.18779999999956,48.18419999999969,15.800400000000002,11.698799999999997,3.3066000000000004
412,123.48959999999954,48.29999999999969,15.822,11.708999999999996,3.3078000000000003
413,123.78179999999954,48.415799999999685,15.854400000000002,11.717999999999996,3.3078000000000003
414,124.08239999999952,48.531599999999685,15.894600000000002,11.731199999999998,3.3084000000000002
415,124.37099999999954,48.64739999999969,15.9252,11.743799999999995,3.309
416,124.66979999999954,48.76319999999969,15.952200000000001,11.756399999999998,3.3102
417,124.96919999999953,48.87899999999968,15.9792,11.765999999999996,3.3125999999999998
418,125.28119999999952,48.994799999999685,16.011,11.775599999999997,3.3131999999999997
419,125.56919999999951,49.110599999999685,16.0374,11.7846,3.315
420,125.87819999999952,49.22639999999968,16.061400000000003,11.790599999999996,3.3162
421,126.16859999999951,49.34219999999968,16.0938,11.801399999999997,3.3168
422,126.46319999999952,49.45799999999968,16.119600000000002,11.813999999999997,3.3174
423,126.77879999999949,49.573799999999686,16.1484,11.823599999999997,3.3186
424,127.0727999999995,49.689599999999686,16.179,11.836799999999997,3.3198
425,127.35659999999952,49.80539999999967,16.215000000000003,11.848199999999997,3.3204
426,127.6691999999995,49.92119999999968,16.248,11.856599999999997,3.3216
427,127.9655999999995,50.03699999999967,16.2804,11.861999999999997,3.3221999999999996
428,128.2373999999995,50.152799999999665,16.3092,11.870999999999997,3.3228
429,128.5265999999995,50.26859999999968,16.342200000000002,11.878799999999996,3.3234
430,128.8289999999995,50.38439999999967,16.371,11.886599999999996,3.3245999999999998
431,129.1217999999995,50.500199999999694,16.404600000000002,11.896799999999995,3.3251999999999997
432,129.44159999999948,50.61599999999968,16.433400000000002,11.911199999999997,3.327
433,129.7367999999995,50.731799999999694,16.4694,11.923799999999998,3.3288
434,130.02959999999948,50.8475999999997,16.501800000000003,11.933399999999997,3.3288
435,130.3373999999995,50.9633999999997,16.5306,11.938799999999995,3.33
436,130.65119999999948,51.07919999999971,16.5594,11.952599999999997,3.3324000000000003
437,130.94579999999945,51.19499999999971,16.585199999999997,11.954999999999997,3.3336
438,131.24939999999947,51.31079999999971,16.621199999999998,11.964599999999999,3.3353999999999995
439,131.5589999999995,51.42659999999972,16.655399999999997,11.977199999999996,3.3371999999999997
440,131.86559999999946,51.542399999999716,16.6824,11.986199999999997,3.3378
441,132.16439999999943,51.65819999999974,16.720200000000002,11.998199999999997,3.3378
442,132.44579999999945,51.77399999999974,16.7448,12.008399999999998,3.3384
443,132.74699999999945,51.88979999999974,16.7766,12.022799999999997,3.3396
444,133.06319999999945,52.005599999999745,16.807800000000004,12.032999999999996,3.3408
445,133.37459999999945,52.121399999999745,16.836,12.045599999999997,3.342
446,133.67039999999943,52.23719999999975,16.870800000000003,12.058199999999998,3.3438000000000003
447,133.96499999999943,52.35299999999976,16.899,12.068399999999999,3.3438000000000003
448,134.27099999999945,52.46879999999975,16.930799999999998,12.076199999999996,3.3456
449,134.56559999999945,52.58459999999977,16.968,12.085199999999997,3.3467999999999996
450,134.86199999999943,52.70039999999977,16.998,12.092999999999996,3.3473999999999995
451,135.1487999999994,52.816199999999775,17.023799999999998,12.101399999999998,3.348
452,135.4487999999994,52.931999999999775,17.055,12.110999999999997,3.3486
453,135.73619999999943,53.04779999999978,17.081400000000002,12.121799999999997,3.3491999999999997
454,136.04939999999945,53.16359999999978,17.115599999999997,12.130199999999997,3.351
455,136.35239999999942,53.27939999999979,17.142599999999998,12.143999999999997,3.3522
456,136.65299999999942,53.3951999999998,17.1702,12.152999999999997,3.3528000000000002
457,136.95479999999944,53.510999999999804,17.194200000000002,12.161999999999995,3.3534
458,137.2475999999994,53.626799999999804,17.22,12.172799999999995,3.3534
459,137.53619999999944,53.74259999999981,17.2524,12.181799999999997,3.354
460,137.8175999999994,53.85839999999981,17.28,12.190199999999997,3.354
461,138.1145999999994,53.97419999999982,17.316,12.197999999999997,3.357
462,138.39059999999938,54.08999999999982,17.346600000000002,12.207599999999998,3.3576000000000006
463,138.6881999999994,54.205799999999826,17.3766,12.220199999999997,3.3588
464,138.9893999999994,54.321599999999826,17.4144,12.229199999999995,3.3611999999999997
465,139.30019999999936,54.43739999999983,17.4396,12.236399999999996,3.3611999999999997
466,139.6085999999994,54.55319999999984,17.467200000000005,12.242999999999997,3.3623999999999996
467,139.89899999999938,54.66899999999984,17.4984,12.248999999999997,3.363
468,140.2157999999994,54.78479999999984,17.533200000000004,12.258599999999998,3.3636
469,140.5217999999994,54.900599999999855,17.559,12.265199999999997,3.3648000000000002
470,140.8175999999994,55.01639999999985,17.5854,12.274799999999997,3.366
471,141.12119999999936,55.13219999999987,17.614800000000002,12.284999999999997,3.3666
472,141.43739999999937,55.247999999999855,17.642400000000002,12.291599999999997,3.3684
473,141.74159999999935,55.36379999999987,17.6784,12.300599999999998,3.3708
474,142.03379999999936,55.47959999999988,17.709600000000002,12.310799999999997,3.3713999999999995
475,142.33439999999936,55.59539999999988,17.736,12.319799999999995,3.3713999999999995
476,142.63739999999936,55.71119999999988,17.7678,12.329399999999998,3.372
477,142.96139999999934,55.826999999999884,17.8002,12.338999999999997,3.372
478,143.24039999999934,55.942799999999885,17.830800000000004,12.3486,3.3731999999999998
479,143.53319999999937,56.058599999999906,17.856600000000004,12.358199999999997,3.3738
480,143.84339999999935,56.17439999999989,17.886599999999998,12.367799999999997,3.375
481,144.15599999999935,56.290199999999906,17.918400000000002,12.377399999999998,3.3756
482,144.46619999999933,56.40599999999991,17.946600000000004,12.387599999999999,3.3768000000000002
483,144.73979999999935,56.521799999999914,17.9706,12.398999999999996,3.3774
484,145.03679999999932,56.63759999999992,17.9994,12.412199999999997,3.3786000000000005
485,145.34279999999933,56.75339999999992,18.03,12.423599999999999,3.3786000000000005
486,145.63619999999935,56.86919999999992,18.0558,12.437399999999998,3.3798000000000004
487,145.92779999999934,56.98499999999993,18.088800000000003,12.446399999999997,3.381
488,146.21939999999933,57.10079999999993,18.117600000000003,12.453599999999996,3.3816
489,146.51039999999932,57.21659999999995,18.1434,12.460799999999997,3.3828
490,146.80679999999936,57.33239999999994,18.174,12.465599999999997,3.3828
491,147.1379999999993,57.44819999999994,18.204600000000006,12.472799999999998,3.384
492,147.43139999999931,57.56399999999995,18.231000000000005,12.482999999999997,3.3851999999999998
493,147.7199999999993,57.67979999999996,18.2658,12.496799999999997,3.3858
494,148.0247999999993,57.795599999999965,18.296400000000002,12.505199999999997,3.3858
495,148.31579999999929,57.911399999999965,18.3294,12.512399999999998,3.387
496,148.62539999999927,58.027199999999965,18.3606,12.521999999999997,3.3876
497,148.9373999999993,58.14299999999997,18.387,12.535199999999998,3.3882
498,149.23019999999931,58.25879999999997,18.414000000000005,12.544199999999996,3.39
499,149.5043999999993,58.37459999999999,18.4386,12.554399999999998,3.3906
500,149.82659999999927,58.49039999999999,18.4704,12.560999999999996,3.393
501,150.11519999999928,58.60619999999999,18.502200000000002,12.566999999999998,3.3948
502,150.4181999999993,58.721999999999994,18.5322,12.571799999999998,3.3971999999999998
503,150.72479999999928,58.837799999999994,18.556800000000003,12.574199999999998,3.3978
504,151.0217999999993,58.9536,18.5832,12.578999999999997,3.3984
505,151.3079999999993,59.06940000000001,18.6138,12.586799999999995,3.4008000000000003
506,151.60799999999927,59.18520000000001,18.6474,12.595799999999997,3.4008000000000003
507,151.9007999999993,59.30100000000002,18.677400000000002,12.601199999999997,3.4032
508,152.19059999999928,59.416800000000016,18.700200000000006,12.608399999999998,3.4055999999999997
509,152.50499999999926,59.53260000000003,18.735,12.617999999999997,3.4061999999999997
510,152.79599999999925,59.64840000000003,18.760800000000003,12.629999999999997,3.4074
511,153.08579999999927,59.76420000000003,18.790200000000006,12.639599999999998,3.4074
512,153.38579999999928,59.880000000000045,18.817800000000002,12.644999999999996,3.4086
513,153.68759999999926,59.995800000000045,18.844800000000003,12.649799999999997,3.4104
514,153.99059999999926,60.11160000000005,18.886200000000006,12.660599999999997,3.4104
515,154.28939999999926,60.22740000000005,18.918,12.671999999999999,3.411
516,154.58399999999924,60.34320000000005,18.949200000000005,12.680399999999997,3.411
517,154.88219999999924,60.459000000000074,18.976200000000006,12.689399999999997,3.4128
518,155.18459999999922,60.57480000000006,19.006800000000002,12.695399999999998,3.414
519,155.48579999999924,60.69060000000007,19.038000000000004,12.703799999999996,3.4158000000000004
520,155.77319999999924,60.80640000000007,19.064400000000003,12.716399999999998,3.4181999999999997
521,156.0857999999992,60.92220000000008,19.0938,12.728399999999995,3.4188
522,156.38879999999924,61.03800000000009,19.134000000000004,12.742199999999997,3.42
523,156.68219999999923,61.15380000000009,19.165200000000006,12.751199999999997,3.4206
524,156.96419999999924,61.269600000000096,19.200000000000003,12.766199999999998,3.4212
525,157.27199999999922,61.3854000000001,19.236600000000003,12.781199999999997,3.4217999999999997
526,157.59659999999923,61.5012000000001,19.2684,12.789599999999998,3.4223999999999997
527,157.89599999999922,61.61700000000011,19.311600000000006,12.7998,3.4235999999999995
528,158.19779999999923,61.732800000000104,19.342200000000005,12.806399999999998,3.4242
529,158.4731999999992,61.84860000000012,19.3686,12.812399999999998,3.426
530,158.76599999999922,61.96440000000011,19.396800000000002,12.818999999999996,3.4278000000000004
531,159.0641999999992,62.08020000000011,19.416600000000003,12.825599999999996,3.4284
532,159.3311999999992,62.19600000000013,19.449000000000005,12.833999999999996,3.429
533,159.63959999999923,62.31180000000013,19.491600000000005,12.843599999999999,3.4313999999999996
534,159.95879999999917,62.42760000000014,19.524000000000008,12.855599999999999,3.4313999999999996
535,160.2515999999992,62.54340000000014,19.559400000000004,12.860399999999998,3.4313999999999996
536,160.56359999999916,62.65920000000014,19.587600000000005,12.874199999999997,3.4326
537,160.8539999999992,62.77500000000015,19.620600000000003,12.881999999999996,3.4338
538,161.1773999999992,62.890800000000155,19.644000000000002,12.888599999999997,3.4343999999999997
539,161.4731999999992,63.00660000000015,19.670400000000004,12.895199999999997,3.435
540,161.78279999999918,63.12240000000016,19.695000000000004,12.900599999999999,3.4356
541,162.07739999999916,63.23820000000017,19.722600000000007,12.906599999999997,3.4362
542,162.36359999999917,63.35400000000018,19.752000000000002,12.910799999999997,3.4368000000000003
543,162.66899999999916,63.46980000000018,19.781400000000005,12.917999999999996,3.4374000000000002
544,162.98879999999917,63.58560000000017,19.821600000000007,12.924599999999996,3.4386000000000005
545,163.29539999999915,63.701400000000184,19.851600000000005,12.932999999999996,3.4386000000000005
546,163.60079999999914,63.817200000000184,19.885200000000005,12.940199999999997,3.4398
547,163.89779999999914,63.93300000000019,19.918800000000005,12.948599999999999,3.441
548,164.19779999999918,64.0488000000002,19.953000000000003,12.959999999999996,3.4421999999999997
549,164.50499999999914,64.1646000000002,19.980600000000006,12.970799999999997,3.444
550,164.79779999999917,64.2804000000002,20.013600000000007,12.977999999999996,3.4446
551,165.09059999999917,64.39620000000022,20.041800000000002,12.986999999999997,3.4452
552,165.3833999999991,64.51200000000021,20.067600000000006,12.992999999999997,3.4452
553,165.66959999999912,64.62780000000022,20.096400000000006,12.998399999999998,3.447
554,165.9797999999991,64.74360000000023,20.1324,13.006799999999995,3.4482
555,166.27019999999914,64.85940000000022,20.161200000000004,13.012799999999995,3.4482
556,166.56959999999913,64.97520000000023,20.193000000000005,13.019399999999997,3.4488000000000003
557,166.86239999999916,65.09100000000024,20.218200000000003,13.025999999999996,3.4494
558,167.17079999999913,65.20680000000024,20.248800000000003,13.033799999999998,3.4506
559,167.47019999999912,65.32260000000025,20.277000000000008,13.039799999999996,3.4511999999999996
560,167.76599999999914,65.43840000000024,20.307000000000006,13.045799999999996,3.4518
561,168.07379999999912,65.55420000000026,20.334600000000002,13.057799999999995,3.453
562,168.37799999999913,65.67000000000026,20.357400000000005,13.069799999999997,3.4548
563,168.67499999999913,65.78580000000026,20.377200000000006,13.081199999999997,3.4566
564,168.98879999999912,65.90160000000027,20.406600000000005,13.090199999999998,3.4583999999999997
565,169.2731999999991,66.01740000000026,20.434200000000004,13.102799999999997,3.4602
566,169.5701999999991,66.13320000000027,20.466000000000005,13.111199999999997,3.4602
567,169.8587999999991,66.24900000000028,20.505000000000006,13.121999999999996,3.4614
568,170.16659999999908,66.36480000000027,20.529000000000007,13.130399999999998,3.4638
569,170.46899999999908,66.48060000000028,20.566200000000006,13.137599999999999,3.4643999999999995
570,170.7611999999991,66.59640000000029,20.599200000000003,13.144799999999998,3.4643999999999995
571,171.0635999999991,66.7122000000003,20.632800000000007,13.151999999999996,3.4661999999999997
572,171.3749999999991,66.82800000000029,20.664600000000007,13.159199999999997,3.4667999999999997
573,171.68039999999908,66.9438000000003,20.693400000000004,13.168199999999997,3.4667999999999997
574,171.97979999999905,67.0596000000003,20.719800000000003,13.175399999999996,3.468
575,172.29299999999907,67.17540000000031,20.75520000000001,13.180199999999997,3.4686000000000003
576,172.5893999999991,67.29120000000032,20.783400000000007,13.185599999999999,3.4692
577,172.89299999999906,67.40700000000032,20.809800000000006,13.191599999999998,3.4704
578,173.19839999999908,67.52280000000032,20.84040000000001,13.195799999999995,3.4716000000000005
579,173.50739999999908,67.63860000000032,20.877600000000005,13.202399999999997,3.4722
580,173.79599999999908,67.75440000000033,20.90940000000001,13.210199999999997,3.4722
581,174.08879999999905,67.87020000000034,20.93700000000001,13.220399999999998,3.4734
582,174.38999999999908,67.98600000000033,20.964600000000004,13.231799999999998,3.4734
583,174.69539999999907,68.10180000000035,20.991000000000007,13.243799999999997,3.4734
584,174.99239999999907,68.21760000000035,21.013200000000005,13.249799999999995,3.4752
585,175.28699999999907,68.33340000000035,21.04500000000001,13.256999999999996,3.4764
586,175.58879999999905,68.44920000000036,21.078600000000005,13.264199999999997,3.4781999999999997
587,175.90019999999905,68.56500000000037,21.100800000000007,13.270799999999998,3.4793999999999996
588,176.20379999999903,68.68080000000036,21.12240000000001,13.277999999999997,3.4793999999999996
589,176.51159999999905,68.79660000000037,21.154200000000003,13.2846,3.4806
590,176.81039999999902,68.91240000000037,21.180000000000007,13.293599999999998,3.4806
591,177.09959999999901,69.0282000000004,21.219600000000007,13.306199999999997,3.4818000000000002
592,177.39719999999903,69.14400000000037,21.252600000000008,13.316999999999997,3.4818000000000002
593,177.68939999999904,69.2598000000004,21.27840000000001,13.328999999999999,3.4842
594,177.986999999999,69.37560000000039,21.30480000000001,13.336199999999996,3.4848000000000003
595,178.29779999999903,69.4914000000004,21.3348,13.345799999999997,3.4866
596,178.58699999999902,69.60720000000039,21.364800000000006,13.355399999999998,3.4871999999999996
597,178.88579999999902,69.72300000000041,21.390600000000006,13.363199999999997,3.4883999999999995
598,179.16419999999903,69.8388000000004,21.420600000000007,13.372199999999998,3.489
599,179.466599999999,69.95460000000041,21.453000000000007,13.376399999999999,3.4896000000000003
600,179.778599999999,70.07040000000042,21.480000000000008,13.381199999999996,3.4902
601,180.07319999999902,70.18620000000043,21.513600000000007,13.384799999999997,3.4914
602,180.36959999999902,70.30200000000042,21.538800000000002,13.387799999999997,3.492
603,180.661799999999,70.41780000000043,21.576000000000008,13.395599999999998,3.492
604,180.955799999999,70.53360000000045,21.609600000000007,13.405199999999997,3.4932
605,181.271999999999,70.64940000000044,21.64080000000001,13.410599999999999,3.4932
606,181.587599999999,70.76520000000043,21.67320000000001,13.416599999999999,3.4938000000000002
607,181.88699999999898,70.88100000000047,21.709200000000003,13.423799999999998,3.4944
608,182.17799999999897,70.99680000000045,21.738000000000007,13.430399999999997,3.495
609,182.46599999999899,71.11260000000047,21.768000000000008,13.436399999999997,3.495
610,182.76239999999896,71.22840000000046,21.79800000000001,13.444199999999997,3.495
611,183.050999999999,71.34420000000048,21.832800000000006,13.448999999999996,3.4962
612,183.35099999999898,71.46000000000046,21.859800000000007,13.456199999999997,3.4968000000000004
613,183.63899999999896,71.57580000000048,21.88800000000001,13.462199999999998,3.4974
614,183.93839999999898,71.69160000000048,21.924600000000005,13.4676,3.498
615,184.25579999999894,71.80740000000048,21.957000000000008,13.472399999999999,3.498
616,184.54799999999895,71.92320000000048,21.98340000000001,13.477799999999997,3.4986
617,184.85699999999895,72.0390000000005,22.012200000000007,13.486799999999997,3.4991999999999996
618,185.15099999999896,72.15480000000049,22.041000000000007,13.490999999999996,3.5016000000000003
619,185.44799999999896,72.2706000000005,22.07100000000001,13.496399999999998,3.5016000000000003
620,185.73119999999898,72.3864000000005,22.099200000000007,13.503599999999999,3.5028
621,186.03299999999896,72.5022000000005,22.12560000000001,13.510199999999998,3.5028
622,186.34019999999893,72.6180000000005,22.15500000000001,13.5186,3.5046000000000004
623,186.62219999999894,72.73380000000053,22.18380000000001,13.527599999999996,3.5052000000000003
624,186.93479999999894,72.84960000000054,22.209600000000005,13.536599999999998,3.5052000000000003
625,187.22339999999892,72.96540000000053,22.242600000000007,13.546799999999998,3.5058000000000002
626,187.52579999999895,73.08120000000054,22.27020000000001,13.553999999999997,3.507
627,187.83779999999894,73.19700000000054,22.300200000000007,13.559399999999998,3.5082
628,188.1491999999989,73.31280000000054,22.332000000000008,13.565399999999999,3.5105999999999997
629,188.46599999999893,73.42860000000056,22.371000000000006,13.570799999999997,3.5123999999999995
630,188.7611999999989,73.54440000000055,22.401600000000006,13.578599999999998,3.5135999999999994
631,189.05939999999893,73.66020000000057,22.43640000000001,13.584599999999998,3.5141999999999998
632,189.35639999999893,73.77600000000055,22.469400000000007,13.597199999999997,3.5141999999999998
633,189.6551999999989,73.89180000000057,22.49340000000001,13.603199999999998,3.5141999999999998
634,189.9611999999989,74.00760000000056,22.53180000000001,13.612199999999998,3.5153999999999996
635,190.27079999999893,74.12340000000057,22.558200000000006,13.619399999999995,3.5166
636,190.5731999999989,74.23920000000057,22.59360000000001,13.626599999999998,3.5183999999999997
637,190.8629999999989,74.35500000000059,22.62000000000001,13.631999999999996,3.519
638,191.1605999999989,74.47080000000057,22.65120000000001,13.640999999999996,3.5196000000000005
639,191.45939999999888,74.58660000000059,22.67580000000001,13.649399999999998,3.5202
640,191.7689999999989,74.70240000000061,22.69800000000001,13.657199999999998,3.5208000000000004
641,192.07499999999888,74.81820000000059,22.723200000000013,13.668599999999996,3.5208000000000004
642,192.3833999999989,74.93400000000061,22.75500000000001,13.678799999999997,3.5214000000000003
643,192.66539999999887,75.0498000000006,22.785600000000013,13.686599999999999,3.5225999999999997
644,192.96779999999887,75.16560000000062,22.818000000000012,13.6908,3.5237999999999996
645,193.26419999999888,75.2814000000006,22.85580000000001,13.698599999999999,3.5243999999999995
646,193.58279999999888,75.39720000000062,22.88400000000001,13.7076,3.5256
647,193.87199999999888,75.51300000000063,22.913400000000014,13.717799999999995,3.5268
648,194.1689999999989,75.62880000000062,22.94340000000001,13.722599999999996,3.5274
649,194.46059999999886,75.74460000000063,22.97520000000001,13.727999999999996,3.5274
650,194.74439999999885,75.86040000000064,23.006400000000014,13.736399999999998,3.5274
651,195.02879999999885,75.97620000000063,23.03700000000001,13.742999999999997,3.5274
652,195.32459999999887,76.09200000000065,23.06640000000001,13.748399999999998,3.528
653,195.62699999999887,76.20780000000065,23.097600000000014,13.753199999999998,3.5286
654,195.92759999999888,76.32360000000065,23.12700000000001,13.760399999999997,3.5286
655,196.23779999999886,76.43940000000066,23.15340000000001,13.766999999999996,3.5298000000000003
656,196.53839999999886,76.55520000000067,23.17800000000001,13.772999999999996,3.5298000000000003
657,196.84679999999886,76.67100000000067,23.203200000000013,13.777199999999997,3.5304000000000006
658,197.13299999999884,76.78680000000067,23.23320000000001,13.783799999999996,3.531
659,197.43479999999883,76.90260000000067,23.26440000000001,13.789799999999998,3.5322
660,197.74259999999884,77.01840000000068,23.301600000000015,13.793999999999999,3.5322
661,198.02699999999885,77.13420000000069,23.33040000000001,13.802999999999995,3.5322
662,198.3113999999988,77.25000000000068,23.35980000000001,13.807199999999996,3.5322
663,198.60659999999882,77.3658000000007,23.39040000000001,13.815599999999996,3.5334
664,198.89039999999883,77.48160000000071,23.430000000000007,13.820399999999998,3.5334
665,199.20059999999881,77.5974000000007,23.45400000000001,13.825199999999997,3.534
666,199.48439999999886,77.71320000000071,23.48340000000001,13.832999999999997,3.5346
667,199.77839999999884,77.82900000000072,23.508600000000012,13.840199999999998,3.5364
668,200.08499999999884,77.94480000000071,23.53800000000001,13.847999999999997,3.5376000000000003
669,200.37239999999883,78.06060000000073,23.56140000000001,13.854599999999996,3.5394
670,200.6747999999988,78.17640000000073,23.59020000000001,13.861799999999997,3.5394
671,200.9639999999988,78.29220000000073,23.61300000000001,13.866599999999996,3.5406
672,201.2699999999988,78.40800000000074,23.63700000000001,13.871999999999998,3.5406
673,201.56579999999883,78.52380000000075,23.664600000000014,13.878599999999999,3.5406
674,201.8711999999988,78.63960000000075,23.689800000000012,13.882799999999998,3.5424
675,202.1753999999988,78.75540000000075,23.72340000000001,13.891199999999998,3.5436
676,202.4669999999988,78.87120000000075,23.751000000000015,13.898399999999997,3.5442000000000005
677,202.7693999999988,78.98700000000076,23.78100000000001,13.904399999999997,3.5442000000000005
678,203.0627999999988,79.10280000000076,23.805600000000013,13.907399999999997,3.5454
679,203.37419999999878,79.21860000000076,23.841600000000014,13.912799999999997,3.5454
680,203.6813999999988,79.33440000000078,23.87640000000001,13.918199999999999,3.5465999999999998
681,203.9771999999988,79.45020000000076,23.90400000000001,13.925399999999998,3.5465999999999998
682,204.26219999999878,79.56600000000078,23.931000000000015,13.930199999999997,3.5496
683,204.56699999999876,79.68180000000078,23.960400000000007,13.936799999999998,3.5496
684,204.87779999999876,79.7976000000008,23.99220000000001,13.941599999999998,3.5496
685,205.17119999999875,79.91340000000078,24.022200000000012,13.948199999999996,3.5496
686,205.49519999999876,80.0292000000008,24.052200000000013,13.958999999999996,3.5496
687,205.79399999999876,80.1450000000008,24.076800000000013,13.963199999999997,3.5508
688,206.08139999999878,80.2608000000008,24.112200000000012,13.967999999999996,3.5514
689,206.37299999999874,80.37660000000082,24.142200000000013,13.972799999999998,3.5514
690,206.67119999999875,80.49240000000081,24.18120000000001,13.980599999999999,3.5514
691,206.95559999999875,80.60820000000082,24.209400000000016,13.985999999999997,3.552
692,207.25559999999876,80.72400000000081,24.238200000000013,13.992599999999998,3.5532
693,207.56099999999876,80.83980000000084,24.26280000000001,13.997999999999996,3.5544000000000002
694,207.85619999999872,80.95560000000081,24.290400000000012,14.003999999999996,3.5562000000000005
695,208.14779999999877,81.07140000000084,24.31980000000001,14.006399999999998,3.5574
696,208.45259999999874,81.18720000000084,24.34560000000001,14.012399999999998,3.5574
697,208.75859999999875,81.30300000000085,24.379800000000014,14.018399999999998,3.558
698,209.05739999999875,81.41880000000084,24.406800000000015,14.023199999999997,3.5604
699,209.3627999999987,81.53460000000085,24.43140000000001,14.031599999999997,3.561
700,209.6717999999987,81.65040000000087,24.465600000000013,14.038799999999997,3.561
701,209.9789999999987,81.76620000000085,24.493200000000012,14.043599999999998,3.561
702,210.28619999999873,81.88200000000087,24.523800000000016,14.047199999999997,3.561
703,210.5855999999987,81.99780000000086,24.549000000000014,14.049599999999996,3.5622
704,210.8687999999987,82.11360000000087,24.583800000000014,14.054999999999998,3.5622
705,211.1663999999987,82.22940000000087,24.616200000000017,14.060399999999998,3.5628
706,211.4633999999987,82.34520000000089,24.639000000000014,14.064599999999999,3.564
707,211.7537999999987,82.46100000000091,24.670200000000012,14.069399999999998,3.5646000000000004
708,212.0495999999987,82.57680000000089,24.702600000000015,14.076599999999997,3.5646000000000004
709,212.3663999999987,82.6926000000009,24.732600000000012,14.080799999999996,3.5646000000000004
710,212.66159999999869,82.8084000000009,24.757200000000015,14.084399999999999,3.5646000000000004
711,212.9681999999987,82.92420000000091,24.786000000000016,14.089799999999999,3.5646000000000004
