qucb,thomp,ucb
74.85090254445196,57.462971643636806,572.1641262342727
115.91670634559691,76.52269294275044,544.3497540990254
77.3747932562426,59.73381435886228,383.2813112566619
56.38364944961152,8.337527091661855,301.21129875368115
121.71913199371188,143.70686370882854,720.9276932066871
99.15604665451283,32.805011208648544,485.91625656480227
92.22143592481625,49.04182222071882,519.4555429919685
13.69671548038426,58.361012484920735,101.09895979592022
83.74295110506304,11.723598893264045,487.254311599085
52.975333342931144,39.12937891657969,42.66689087106925
35.29237029304516,181.8846531068539,596.9497768039197
75.65493639756369,40.591637546640825,325.1874843755045
71.37971050652831,35.102042986311744,481.3041935095796
101.10511129294909,116.33919642875489,252.97917148714615
104.39361215543009,57.37971711303949,491.17754056122993
70.23220902268876,46.36402816758739,617.6195794196481
51.33703530267712,94.45192280912497,595.360583082148
130.36886526339939,48.65857474213939,299.20670313598595
70.19748588519879,66.26311351994885,589.5518941176755
95.13362356318729,48.54332560248699,494.0454020113259
66.31226673903375,79.62118513860959,468.6332364138102
110.48033102108768,82.88074300938568,499.1973007896079
35.89957211461613,59.4448535009089,236.88659769255582
0.8467274284013775,1.5376165234129702,0.8145204517004824
53.23018408362439,22.189338546956066,97.14217935426456
111.83795202904652,130.7580091615994,336.06097503502457
96.12899206586167,31.14503725241042,636.5710060876197
97.47405166281996,127.0595907739592,506.6620599008767
135.69772380494845,33.14338799640429,369.3993592467935
36.519941681933766,339.7819848194276,203.3103742652677
165.55681540609893,128.86650954315937,400.1126993156054
9.468767546780992,0.7893557267795615,9.84737183589668
106.34888464928892,714.7101062040364,604.4785915231658
71.33564989000638,77.81209141291993,115.69774891514518
102.71094976853806,56.064322507630806,514.3248284813909
64.40875204794517,45.14825706254637,844.3552479088352
77.41981419534804,188.19032129712605,218.28619109714754
77.41005843068419,160.31521623549847,466.85368654844916
44.94229123661423,103.43350290371426,166.02786633613047
40.63841329470512,8.269682829107008,41.68650978871549
139.54469639000206,154.2435416218424,609.6504711379717
77.59218837194112,28.08303669811944,148.71470687012436
63.936449804558436,186.29103653298057,318.1156591344324
67.57510677759771,25.681198396798,574.9116661805011
59.73502229365949,30.824228220602063,552.7432893717586
76.0908008079848,124.53721940516792,337.7499356167224
51.83955665141082,32.90696605260357,94.04931250542644
37.07585673522157,11.520385582602705,38.6817003401577
82.89201141136441,21.075646545031276,315.09751084546656
82.20458477145027,95.84472604989185,533.400250646159
119.26072715512711,51.03167399910614,542.823621347771
66.71815458131472,65.11744693986329,527.2928996628567
94.55238402138706,88.83001002977117,411.2058565622535
75.76883689207155,83.64881444549461,132.86135159952048
53.27158840884965,38.51217680864958,284.46865050745765
93.06084213349536,136.01200004126514,432.38880026651435
39.865365512298844,12.42400652140338,38.81643563717653
64.36809789419246,114.70990485473112,585.9041233252068
35.77167094094094,52.05744931200108,60.75354246306604
53.36552580969662,19.95303951734228,504.32258461740463
80.6857350461134,79.94732985276553,497.80484169952797
4.858162661772372,3.235808381546562,4.554258635840889
75.19372648093653,107.5965294605704,484.3045298741118
89.01361347442557,79.26020492404959,406.9130853906305
0.4295591210200125,0.49167278494997024,0.4090032133402941
103.82932391399927,38.08096147485734,667.0166264769317
101.24496064623432,213.1604826370546,243.21574231142966
51.68301165343024,32.19343802983043,91.73574714349493
59.315040906629015,38.792445017725434,511.7161653433331
79.1055442729505,97.34110382338518,447.80820968940066
82.67469623451288,44.90567225599613,550.6670529063548
50.86445394199327,82.55464451128536,282.6973130204903
117.39298431548092,169.42380130122964,199.27275747883525
117.54954971633968,108.1727481226955,425.7703638876979
82.1110877635112,81.64397051924675,391.7285829292259
69.26948104580704,38.008625538076856,224.46607379897645
70.8472706289225,43.61584382770004,562.4323517450148
32.2216553794948,64.06779911177595,62.989495023912184
55.2038224519304,74.32346466250627,466.6629435499993
132.64013775252826,136.55282618180328,449.51899191877646
80.88468532202536,206.90129092569586,431.3222294663829
76.09696401143263,49.10386689528265,381.75684403730537
80.36195188465155,157.8020123700635,482.25121855694334
42.654125204169546,15.79878932965851,76.0517886022077
76.17575345866723,309.19120184145936,241.45612992504618
29.362372920299485,101.97305915756748,474.18452948557524
108.58870070887146,16.256273041226713,384.18458086362114
83.13757006015884,274.9747295195908,260.0889712405284
80.00580747084437,13.235522608756693,129.4297491115076
99.64588114564775,84.91210594674705,537.7766709955964
100.44035470005848,81.8238287797373,697.7493667221836
75.43838049758261,182.76501038185057,632.6710777959968
65.45306892557502,60.750070466176986,375.534226514138
