episode,A2C,DQN,PPO,QNN
623,268.85,22.494999999999997,500.0,236.60500000000002
624,267.685,22.64,500.0,236.6
625,267.85,22.880000000000003,500.0,236.71999999999997
626,266.665,22.97,500.0,238.85
627,266.37,22.830000000000002,500.0,239.91
628,266.735,22.805,500.0,238.58
629,267.28499999999997,22.865000000000002,500.0,236.705
630,266.985,22.955000000000002,500.0,235.73499999999999
631,267.475,22.81,500.0,237.19
632,267.12,22.805,500.0,237.225
633,268.45,22.6,500.0,237.43
634,268.475,22.31,500.0,238.935
635,266.055,22.41,500.0,238.965
636,265.975,22.5,500.0,237.17000000000002
637,266.505,22.305,500.0,235.83499999999998
638,266.175,22.525,500.0,236.50500000000002
639,266.165,22.675,500.0,236.285
640,266.275,22.935,500.0,234.51
641,266.645,22.975,500.0,233.205
642,266.665,22.77,500.0,232.17000000000002
643,268.305,23.445,500.0,231.45
644,270.96999999999997,23.195,500.0,229.99499999999998
645,270.915,23.115000000000002,500.0,232.3
646,272.68,23.015,500.0,228.73499999999999
647,273.41999999999996,23.285,500.0,227.03000000000003
648,273.98,22.975,500.0,230.675
649,274.57,22.975,500.0,232.295
650,276.7,22.68,500.0,232.5
651,277.515,22.48,500.0,233.26
652,278.665,22.68,500.0,232.34500000000003
653,279.815,22.6,500.0,232.0
654,281.635,22.82,500.0,229.44
655,284.605,22.744999999999997,500.0,229.76500000000001
656,287.04499999999996,22.619999999999997,500.0,232.99499999999998
657,289.9,23.015,500.0,233.975
658,288.81,22.994999999999997,500.0,233.80499999999998
659,290.765,22.735,500.0,233.58
660,292.90500000000003,22.93,500.0,235.185
661,294.27,22.884999999999998,500.0,233.43
662,296.28499999999997,22.79,500.0,234.275
663,295.38,22.515,500.0,235.00499999999997
664,293.645,22.57,500.0,238.4
665,295.96999999999997,22.95,500.0,237.175
666,297.09499999999997,22.994999999999997,500.0,237.66500000000002
667,298.645,22.685,500.0,236.35
668,300.63,22.75,500.0,234.635
669,301.95,22.619999999999997,500.0,233.54000000000002
670,302.675,22.544999999999998,500.0,231.88000000000002
671,305.15,22.775,500.0,230.205
672,306.48,22.66,500.0,230.35999999999999
673,306.225,22.634999999999998,500.0,229.055
674,306.33000000000004,22.34,500.0,230.205
675,305.53499999999997,22.25,500.0,227.76
676,305.53499999999997,22.315,500.0,226.94
677,305.73,22.025,500.0,226.60500000000002
678,309.75,21.595,500.0,226.25
679,310.185,21.68,500.0,225.84
680,309.515,21.72,500.0,225.185
681,309.21999999999997,21.695,500.0,225.26500000000001
682,308.395,21.544999999999998,500.0,226.12999999999997
683,309.83000000000004,21.81,500.0,224.075
684,311.65,22.39,500.0,219.96999999999997
685,310.175,21.58,500.0,218.35500000000002
686,309.09499999999997,21.535,500.0,217.91500000000002
687,308.78000000000003,22.02,500.0,218.35
688,307.55,22.119999999999997,500.0,215.98000000000002
689,307.225,22.294999999999998,500.0,215.715
690,305.49,22.35,500.0,217.055
691,302.81,22.740000000000002,500.0,216.38000000000002
692,302.115,23.044999999999998,500.0,216.38000000000002
693,301.625,22.895,500.0,216.2
694,300.815,23.565,500.0,215.455
695,300.15500000000003,23.84,500.0,217.48499999999999
696,298.21,24.119999999999997,500.0,216.01
697,296.45,24.065,500.0,217.3
698,294.68,24.28,500.0,218.18
699,292.95,24.425,500.0,218.06
700,292.855,24.375,500.0,216.40500000000003
701,293.28000000000003,24.31,500.0,217.955
702,293.61,24.575,500.0,217.28000000000003
703,293.74,24.18,500.0,218.465
704,291.485,23.835,500.0,221.185
705,291.485,23.919999999999998,500.0,221.535
706,292.51,24.48,500.0,220.92
707,292.065,24.34,500.0,221.1
708,292.025,24.4,500.0,223.705
709,291.685,24.2,500.0,222.795
710,291.74,24.425,500.0,222.275
711,291.725,23.86,500.0,223.475
712,291.18,23.71,500.0,223.90500000000003
713,290.64,23.740000000000002,500.0,223.925
714,290.725,23.21,500.0,224.625
715,292.45,22.96,500.0,223.06
716,293.975,22.875,500.0,223.32
717,295.71,22.875,500.0,220.40500000000003
718,297.125,22.675,500.0,220.49499999999998
719,299.505,22.345000000000002,500.0,221.84499999999997
720,301.20500000000004,22.115000000000002,500.0,223.385
721,302.54,22.03,500.0,222.98000000000002
722,303.76,22.125,500.0,221.81
723,303.26,21.945,500.0,221.64000000000001
724,305.46,21.73,500.0,222.125
725,305.39,22.255000000000003,500.0,222.725
726,304.735,21.505000000000003,500.0,223.715
727,304.62,21.375,500.0,223.91
728,304.475,21.37,500.0,221.75
729,304.15500000000003,21.419999999999998,500.0,224.09
730,304.78499999999997,21.43,500.0,223.85500000000002
731,304.70500000000004,21.44,500.0,224.66500000000002
732,304.87,21.494999999999997,500.0,224.98499999999999
733,305.70500000000004,21.815,500.0,224.60500000000002
734,305.6,21.6,500.0,225.295
735,302.305,21.89,500.0,227.035
736,299.26,21.509999999999998,500.0,228.435
737,295.32,21.78,500.0,230.34
738,294.04499999999996,22.3,500.0,229.625
739,292.025,22.3,500.0,230.225
740,290.195,22.55,500.0,228.34
741,288.445,22.669999999999998,500.0,227.705
742,286.05,22.445,500.0,229.01999999999998
743,285.605,22.77,500.0,229.05499999999998
744,285.32,22.78,500.0,230.2
745,285.175,22.43,500.0,230.76500000000001
746,285.84499999999997,23.02,500.0,231.805
747,286.325,22.935,500.0,231.34499999999997
748,286.84499999999997,22.69,500.0,232.41500000000002
749,287.54499999999996,22.740000000000002,500.0,232.10500000000002
750,287.52,22.69,500.0,232.045
751,287.745,22.585,500.0,233.39499999999998
752,287.725,22.305,500.0,232.95999999999998
753,287.435,22.134999999999998,500.0,234.53000000000003
754,286.95,22.275,500.0,233.84499999999997
755,289.3,21.815,500.0,234.025
756,290.765,21.794999999999998,500.0,233.25
757,291.945,21.665,500.0,234.4
758,291.29,21.315,500.0,235.805
759,291.265,21.47,500.0,235.36999999999998
760,290.985,21.435,500.0,236.26999999999998
761,290.91999999999996,21.315,500.0,238.26
762,291.805,21.419999999999998,500.0,238.94
763,292.925,21.21,500.0,240.635
764,293.70500000000004,21.2,500.0,240.075
765,294.81,21.619999999999997,500.0,240.04000000000002
766,295.58000000000004,21.21,500.0,240.95
767,296.63,21.21,500.0,242.545
768,296.88,21.18,500.0,242.66
769,296.99,21.185,500.0,242.865
770,297.355,21.41,500.0,243.39000000000001
771,296.82,21.6,500.0,242.48000000000002
772,297.945,21.785,500.0,245.035
773,298.005,21.82,500.0,245.74499999999998
774,298.84499999999997,21.7,500.0,246.85500000000002
775,299.71999999999997,21.79,500.0,246.49499999999998
776,300.83000000000004,21.990000000000002,500.0,247.225
777,303.015,22.065,500.0,247.71999999999997
778,305.4,22.69,500.0,247.25500000000002
779,307.46500000000003,22.630000000000003,500.0,249.57000000000002
780,308.90500000000003,22.775,500.0,250.885
781,310.79,22.695,500.0,251.85999999999999
782,313.015,22.53,500.0,252.45
783,314.445,22.275,500.0,251.06
784,313.99,22.125,500.0,248.9
785,313.31,21.729999999999997,500.0,250.555
786,312.985,21.735,500.0,249.85999999999999
787,315.425,21.515,500.0,251.055
788,318.40500000000003,21.715,500.0,251.9
789,322.185,21.39,500.0,252.76
790,326.04499999999996,21.35,500.0,253.26
791,330.40999999999997,21.105,500.0,254.25
792,333.235,21.404999999999998,500.0,254.73499999999999
793,335.15,21.04,500.0,256.28499999999997
794,336.71,21.03,500.0,256.44
795,340.46,21.275,500.0,257.65999999999997
796,344.625,21.35,500.0,259.775
797,346.74,21.145,500.0,258.105
798,347.46999999999997,20.16,500.0,258.63
799,348.54,20.16,500.0,257.275
800,350.105,19.655,500.0,256.15500000000003
801,351.335,19.7,500.0,255.86999999999998
802,352.19,19.56,500.0,256.03499999999997
803,353.33000000000004,19.830000000000002,500.0,257.04
804,355.99,19.91,500.0,260.4
805,359.03499999999997,19.884999999999998,500.0,258.82
806,361.65500000000003,19.86,500.0,260.015
807,360.935,20.015,500.0,260.54
808,360.32,19.97,500.0,260.58000000000004
809,359.10499999999996,20.2,500.0,262.685
810,358.195,20.01,500.0,262.45
811,357.34499999999997,20.345,500.0,262.315
812,355.935,20.125,500.0,262.385
813,356.89,20.305,500.0,260.825
814,357.83000000000004,20.625,500.0,261.60499999999996
815,356.765,20.419999999999998,500.0,261.625
816,355.46500000000003,20.275,500.0,260.58000000000004
817,355.01,20.4,500.0,262.75
818,354.475,21.39,500.0,266.14
819,353.875,21.765,500.0,266.3
820,353.95500000000004,22.005000000000003,500.0,268.61
821,353.54499999999996,21.94,500.0,270.20500000000004
822,354.79,22.18,500.0,270.695
823,356.025,22.28,500.0,271.445
824,357.58000000000004,22.419999999999998,500.0,271.54499999999996
825,358.5,22.45,500.0,276.28000000000003
826,359.27,22.685,500.0,275.745
827,361.26,22.715,500.0,273.635
828,361.685,23.130000000000003,500.0,274.95500000000004
829,363.55,23.16,500.0,274.495
830,363.3,23.615000000000002,500.0,276.225
831,366.26,23.305,500.0,279.205
832,368.355,23.705000000000002,500.0,280.025
833,370.665,24.025,500.0,280.725
834,371.68,24.080000000000002,500.0,281.825
835,371.11,24.22,500.0,283.165
836,371.66999999999996,24.435,500.0,280.70500000000004
837,372.575,24.52,500.0,282.28499999999997
838,372.54499999999996,23.8,500.0,281.685
839,371.70500000000004,23.705000000000002,500.0,283.53499999999997
840,370.77,23.4,500.0,282.07
841,370.45,23.615000000000002,500.0,281.275
842,368.15500000000003,23.64,500.0,281.61
843,365.88,23.305,500.0,281.69
844,363.355,22.98,500.0,283.225
845,360.935,22.869999999999997,500.0,281.55
846,358.04,23.21,500.0,282.44
847,354.78000000000003,23.11,500.0,284.015
848,353.79,22.919999999999998,500.0,283.66999999999996
849,351.365,23.009999999999998,500.0,283.87
850,351.195,22.61,500.0,282.145
851,347.875,22.645,500.0,280.69
852,347.95,22.375,500.0,282.44
853,347.57,22.465,500.0,283.765
854,346.45,22.21,500.0,283.69
855,347.23,21.865000000000002,500.0,284.28000000000003
856,344.84499999999997,21.765,500.0,289.245
857,345.46,21.490000000000002,500.0,288.36
858,347.11,21.46,500.0,287.195
859,349.925,21.09,500.0,289.40500000000003
860,351.7,21.875,500.0,290.505
861,353.38,21.555,500.0,290.9
862,354.41999999999996,21.384999999999998,500.0,292.75
863,356.51,21.54,500.0,295.645
864,357.66999999999996,21.845,500.0,292.325
865,359.775,21.9,500.0,291.49
866,363.08000000000004,21.15,500.0,291.51
867,366.025,22.155,500.0,292.84499999999997
868,368.4,22.330000000000002,500.0,295.48
869,369.85,22.71,500.0,292.78000000000003
870,371.555,22.625,500.0,295.725
871,371.29499999999996,22.605,500.0,295.70500000000004
872,370.37,22.25,500.0,294.875
873,369.16999999999996,21.95,500.0,295.12
874,368.695,22.275,500.0,296.28499999999997
875,368.675,22.665,500.0,296.115
876,368.755,22.585,500.0,293.635
877,367.95500000000004,22.585,500.0,292.59499999999997
878,366.21,22.494999999999997,500.0,292.38
879,366.28000000000003,22.835,500.0,290.805
880,367.075,22.355,500.0,290.59000000000003
881,367.13,22.735,500.0,292.7
882,368.20500000000004,22.95,500.0,291.2
883,367.335,23.115000000000002,500.0,291.775
884,368.75,23.415,500.0,296.1
885,369.44,23.585,500.0,298.475
886,369.45500000000004,23.7,500.0,299.78499999999997
887,369.395,22.880000000000003,500.0,299.335
888,369.325,22.565,500.0,296.775
889,370.175,22.145,500.0,297.21
890,370.53499999999997,22.71,500.0,294.725
891,372.515,23.134999999999998,500.0,295.635
892,372.815,23.3,500.0,294.235
893,373.16999999999996,23.435,500.0,294.29499999999996
894,374.81,23.47,500.0,291.56
895,375.235,22.990000000000002,500.0,292.34000000000003
896,376.48,23.09,500.0,291.90500000000003
897,376.12,23.575,500.0,294.18
898,377.425,23.75,500.0,294.53000000000003
899,376.165,23.685,500.0,293.315
900,374.54,23.645,500.0,292.985
901,372.225,23.425,500.0,291.3
902,369.735,23.145,500.0,291.39
903,369.425,23.075,500.0,290.21999999999997
904,367.415,22.685,500.0,286.515
905,365.695,22.884999999999998,500.0,281.765
906,363.54499999999996,22.945,500.0,281.76
907,361.245,23.065,500.0,281.62
908,359.19,23.235,500.0,279.98
909,356.46500000000003,23.23,500.0,281.31
910,353.81,22.665,500.0,281.09499999999997
911,351.365,22.255000000000003,500.0,279.615
912,349.41999999999996,22.195,500.0,278.505
913,347.815,22.405,500.0,276.81
914,345.71,21.994999999999997,500.0,275.235
915,343.77,22.115000000000002,500.0,273.71500000000003
916,342.84000000000003,22.195,500.0,274.075
917,341.825,21.8,500.0,272.11
918,340.515,21.71,500.0,269.2
919,339.26,21.509999999999998,500.0,267.835
920,336.77,21.66,500.0,267.46
921,337.61,22.115000000000002,500.0,264.71500000000003
922,338.34499999999997,22.14,500.0,263.18
923,337.53499999999997,22.240000000000002,500.0,261.665
924,338.28000000000003,22.325,500.0,260.79
925,338.54499999999996,22.405,500.0,263.125
926,339.79,22.53,500.0,262.74
927,341.225,22.330000000000002,500.0,261.20500000000004
928,341.46,22.369999999999997,500.0,261.57
929,342.435,22.53,500.0,259.905
930,343.16999999999996,22.919999999999998,500.0,261.20500000000004
931,345.885,23.14,500.0,261.59499999999997
932,346.4,23.435,500.0,262.09499999999997
933,346.435,23.02,500.0,264.15
934,346.195,22.965,500.0,266.43
935,347.08000000000004,23.02,500.0,265.09000000000003
936,347.19,22.634999999999998,500.0,264.775
937,350.265,22.634999999999998,500.0,266.91999999999996
938,352.45,22.65,500.0,268.96500000000003
939,354.725,23.07,500.0,266.55
940,357.23,22.805,500.0,267.03499999999997
941,359.375,22.39,500.0,268.36
942,361.235,22.6,500.0,269.1
943,364.93,22.705,500.0,269.605
944,364.82,22.9,500.0,270.335
945,364.735,22.805,500.0,270.09000000000003
946,364.76,22.715,500.0,268.88
947,364.29499999999996,22.845,500.0,269.245
948,366.355,22.369999999999997,500.0,271.28499999999997
949,366.46,22.28,500.0,275.28000000000003
950,370.71,21.845,500.0,274.15500000000003
951,374.255,21.57,500.0,271.935
952,379.695,21.395,500.0,272.895
953,384.08000000000004,21.445,500.0,268.625
954,388.64,21.52,500.0,268.36
955,390.385,21.785,500.0,271.125
956,393.815,22.015,500.0,270.9
957,394.65500000000003,22.07,500.0,268.755
958,396.41999999999996,22.06,500.0,270.16999999999996
959,397.59499999999997,21.66,500.0,271.895
960,399.355,21.66,500.0,272.13
961,400.03000000000003,21.6,500.0,274.125
962,399.29499999999996,21.490000000000002,500.0,272.9
963,396.65500000000003,21.32,500.0,273.99
964,397.57,21.165,500.0,275.88
965,398.46999999999997,20.895,500.0,275.21500000000003
966,399.175,21.075,500.0,275.365
967,399.86,20.915,500.0,273.63
968,398.80499999999995,20.84,500.0,274.08000000000004
969,399.90999999999997,20.84,500.0,272.29
970,397.4,21.075,500.0,272.74
971,397.06,21.19,500.0,274.83000000000004
972,393.39,20.96,500.0,272.585
973,392.31,21.55,500.0,275.87
974,391.425,21.395000000000003,500.0,277.02
975,392.84499999999997,21.285,500.0,276.07
976,394.175,21.615000000000002,500.0,276.855
977,395.65999999999997,21.945,500.0,277.015
978,395.46,22.105,500.0,275.695
979,394.53000000000003,22.07,500.0,277.835
980,392.02,22.515,500.0,277.02
981,388.91999999999996,22.905,500.0,274.465
982,387.195,22.665,500.0,273.44
983,389.23,22.68,500.0,270.71
984,390.42999999999995,22.575,500.0,269.145
985,388.66999999999996,22.56,500.0,269.43
986,390.04499999999996,22.5,500.0,269.145
987,391.6,22.605,500.0,271.62
988,395.24,22.98,500.0,267.305
989,396.64,22.765,500.0,263.88
990,399.52,22.720000000000002,500.0,266.11
991,397.78000000000003,22.69,500.0,265.09499999999997
992,401.79499999999996,23.005000000000003,500.0,266.305
993,403.005,22.395,500.0,264.36
994,403.765,22.794999999999998,500.0,265.96
995,404.81,23.055,500.0,266.01
996,405.37,22.555,500.0,264.33000000000004
997,404.09499999999997,22.445,500.0,263.21
998,403.38,22.419999999999998,500.0,262.36
999,405.39,22.435,500.0,261.565
1000,410.29499999999996,21.975,500.0,262.53000000000003
1001,413.63500000000005,21.695,500.0,261.96999999999997
1002,418.58500000000004,21.994999999999997,500.0,265.46999999999997
1003,419.98,22.125,500.0,265.01
1004,421.485,22.53,500.0,263.385
1005,426.48999999999995,22.41,500.0,262.51
1006,427.18,22.165,500.0,262.67
1007,427.91999999999996,22.175,500.0,260.53499999999997
1008,426.005,22.115000000000002,500.0,260.575
1009,425.825,22.395,500.0,262.025
1010,423.7,22.15,500.0,260.485
1011,423.63,22.5,500.0,258.53499999999997
1012,421.34499999999997,22.585,500.0,259.38
1013,419.975,22.9,500.0,261.78499999999997
1014,419.65500000000003,22.775,500.0,260.125
1015,417.625,22.604999999999997,500.0,259.28499999999997
1016,415.90500000000003,22.880000000000003,500.0,260.91999999999996
1017,415.96000000000004,23.009999999999998,500.0,264.585
1018,418.14,22.85,500.0,263.625
1019,418.395,22.855,500.0,265.255
1020,418.1,23.055,500.0,266.505
1021,417.225,23.165,500.0,266.8
1022,416.58000000000004,23.095,500.0,264.84499999999997
1023,415.66999999999996,22.86,500.0,265.96999999999997
1024,414.6,22.64,500.0,266.97
1025,414.01000000000005,22.880000000000003,500.0,267.58000000000004
1026,413.645,22.869999999999997,500.0,266.885
1027,413.53000000000003,22.794999999999998,500.0,268.19500000000005
1028,414.45,23.009999999999998,500.0,272.21500000000003
1029,415.005,22.735,500.0,275.635
1030,416.375,22.655,500.0,275.23
1031,417.16,22.490000000000002,500.0,277.26
1032,417.65,22.4,500.0,273.755
1033,418.275,21.935,500.0,271.09499999999997
1034,418.965,22.025,500.0,268.38
1035,420.81499999999994,22.085,500.0,267.0
1036,422.425,21.95,500.0,268.315
1037,423.11499999999995,21.85,500.0,265.175
1038,423.475,22.09,500.0,267.95
1039,423.58000000000004,22.035,500.0,267.53499999999997
1040,423.995,21.97,500.0,266.975
1041,425.605,22.015,500.0,269.15500000000003
1042,424.825,22.07,500.0,266.63
1043,424.33500000000004,22.255000000000003,500.0,265.7
1044,423.55,22.044999999999998,500.0,267.145
1045,422.77,22.025,500.0,267.61
1046,422.43500000000006,22.009999999999998,500.0,269.04
1047,421.52,22.105,500.0,268.5
1048,419.73,22.02,500.0,266.725
1049,418.70500000000004,22.105,500.0,264.81
1050,417.075,22.215,500.0,264.09499999999997
1051,413.58500000000004,21.915,500.0,263.76
1052,412.355,21.490000000000002,500.0,265.35
1053,411.23999999999995,21.945,500.0,267.43
1054,410.16,21.75,500.0,269.21500000000003
1055,408.14,21.794999999999998,500.0,272.39
1056,405.775,22.185,500.0,271.36
1057,403.675,22.11,500.0,272.68
1058,401.21999999999997,22.19,500.0,271.575
1059,399.085,22.244999999999997,500.0,270.585
1060,394.91999999999996,22.305,500.0,270.44
1061,393.635,22.09,500.0,268.54
1062,392.95500000000004,21.945,500.0,273.2
1063,392.925,21.72,500.0,274.005
1064,393.07,21.645,500.0,271.98
1065,392.75,21.605,500.0,271.365
1066,391.93,21.8,500.0,272.01
1067,391.305,22.25,500.0,275.005
1068,391.105,21.97,500.0,276.245
1069,390.78499999999997,22.04,500.0,274.69
1070,390.29499999999996,22.34,500.0,275.495
1071,391.915,22.56,500.0,277.26
1072,391.26,22.845,500.0,280.065
1073,390.245,22.695,500.0,280.275
1074,389.21999999999997,22.66,500.0,281.87
1075,388.95500000000004,22.44,500.0,280.5
1076,389.425,22.205000000000002,500.0,281.875
1077,390.21999999999997,22.009999999999998,500.0,282.375
1078,391.54499999999996,22.154999999999998,500.0,281.24
1079,393.935,22.06,500.0,282.1
1080,397.02,21.785,500.0,284.985
1081,397.88,21.965,500.0,286.90999999999997
1082,399.03000000000003,22.22,500.0,286.15500000000003
1083,399.90999999999997,22.275,500.0,286.925
1084,397.69,22.445,500.0,290.03499999999997
1085,394.36,22.31,500.0,292.34499999999997
1086,391.375,22.235,500.0,289.825
1087,392.61,21.52,500.0,290.115
1088,393.915,21.56,500.0,289.165
1089,391.82,21.279999999999998,500.0,291.48
1090,389.71500000000003,21.47,500.0,290.885
1091,390.245,21.365000000000002,500.0,288.49
1092,387.975,21.55,500.0,286.555
1093,385.605,21.445,500.0,286.0
1094,383.04,21.615000000000002,500.0,284.725
1095,382.83000000000004,21.294999999999998,500.0,285.625
1096,379.255,21.235,500.0,284.825
1097,377.1,21.655,500.0,285.39500000000004
1098,372.765,21.29,500.0,287.355
1099,367.445,21.955000000000002,500.0,287.48
1100,362.95,22.405,500.0,283.46999999999997
1101,358.395,22.345000000000002,500.0,281.95
1102,354.245,22.145,500.0,280.02
1103,349.07,22.384999999999998,500.0,279.895
1104,347.56,22.585,500.0,277.26
1105,346.8,22.8,500.0,275.69
1106,346.55,22.990000000000002,500.0,277.74
1107,342.225,23.03,500.0,277.83000000000004
1108,337.43,23.294999999999998,500.0,279.2
1109,335.985,24.065,500.0,277.175
1110,334.66999999999996,23.775,500.0,277.59000000000003
1111,330.04499999999996,23.634999999999998,500.0,277.8
1112,328.615,23.365000000000002,500.0,276.73
1113,328.065,23.630000000000003,500.0,276.03499999999997
1114,326.195,23.645,500.0,276.53499999999997
1115,321.6,23.86,500.0,274.64
1116,319.48,23.945,500.0,274.22999999999996
1117,315.70500000000004,23.4,500.0,272.125
1118,313.15999999999997,23.330000000000002,500.0,270.20500000000004
1119,310.815,22.81,500.0,269.055
1120,309.175,22.855,500.0,268.69
1121,309.07,22.925,500.0,267.775
1122,308.02,22.845,500.0,269.435
1123,308.105,22.85,500.0,270.09499999999997
1124,308.49,23.095,500.0,269.98
1125,309.01,23.07,500.0,268.66999999999996
1126,307.95500000000004,23.075,500.0,269.18
1127,306.585,23.06,500.0,265.19
1128,306.44,23.015,500.0,264.005
1129,305.645,22.555,500.0,263.31
1130,305.31,22.335,500.0,261.555
1131,305.4,22.625,500.0,261.87
1132,306.76,22.990000000000002,500.0,263.65500000000003
1133,307.725,22.755000000000003,500.0,264.85
1134,309.065,22.509999999999998,500.0,263.84000000000003
1135,312.135,22.64,500.0,264.15500000000003
1136,314.08000000000004,22.465,500.0,261.32
1137,316.565,22.805,500.0,261.725
1138,320.415,22.919999999999998,500.0,261.255
1139,325.33000000000004,22.89,500.0,259.39
1140,329.725,22.59,500.0,260.815
1141,332.71999999999997,22.884999999999998,500.0,258.95500000000004
1142,337.46500000000003,23.155,500.0,258.49
1143,342.41999999999996,22.86,500.0,259.81
1144,346.995,22.39,500.0,259.53
1145,350.57,22.265,500.0,259.38
1146,355.225,21.845,500.0,257.8
1147,361.35,22.3,500.0,258.78499999999997
1148,366.025,22.59,500.0,258.69
1149,371.265,22.575,500.0,260.77
1150,376.08000000000004,22.54,500.0,263.565
1151,380.38,22.455000000000002,500.0,265.21999999999997
1152,382.21999999999997,21.915,500.0,264.38
1153,384.07,22.03,500.0,262.935
1154,386.665,22.05,500.0,262.70500000000004
1155,387.70500000000004,22.125,500.0,261.74
1156,390.32,22.105,500.0,264.14
1157,392.245,22.05,500.0,263.52
1158,393.24,21.919999999999998,500.0,263.855
1159,392.355,22.14,500.0,266.15
1160,392.105,22.2,500.0,264.385
1161,391.33000000000004,21.595,500.0,269.52
1162,389.395,21.565,500.0,270.15500000000003
1163,387.09499999999997,21.814999999999998,500.0,267.34499999999997
1164,384.40999999999997,21.69,500.0,269.365
1165,382.78000000000003,21.585,500.0,272.015
1166,381.435,21.794999999999998,500.0,272.225
1167,378.885,21.419999999999998,500.0,271.225
1168,376.40500000000003,21.2,500.0,271.42999999999995
1169,374.35,20.86,500.0,269.46
1170,372.23,20.85,500.0,267.895
1171,370.77,20.785,500.0,266.08000000000004
1172,370.0,20.965,500.0,267.46999999999997
1173,369.34499999999997,20.81,500.0,267.225
1174,368.775,20.79,500.0,270.105
1175,368.14,20.535,500.0,272.54
1176,367.485,20.869999999999997,500.0,271.46999999999997
1177,366.70500000000004,20.619999999999997,500.0,271.79499999999996
1178,365.835,20.815,500.0,271.8
1179,365.755,20.369999999999997,500.0,270.03000000000003
1180,365.015,20.275,500.0,271.64
1181,364.935,20.57,500.0,268.995
1182,364.65,20.22,500.0,267.96999999999997
1183,364.41999999999996,20.125,500.0,266.74
1184,364.32,20.15,500.0,263.61
1185,364.185,20.240000000000002,500.0,260.68
1186,363.895,20.44,500.0,258.62
1187,363.64,20.895,500.0,259.38
1188,363.96,20.88,500.0,259.0
1189,363.87,21.15,500.0,258.675
1190,363.695,21.565,500.0,257.78000000000003
1191,363.325,21.445,500.0,256.975
1192,362.35,21.565,500.0,255.83499999999998
1193,361.485,21.43,500.0,255.1
1194,361.40999999999997,21.375,500.0,251.685
1195,361.265,21.355,500.0,250.26500000000001
1196,361.03000000000003,21.225,500.0,251.35500000000002
1197,360.995,21.240000000000002,500.0,251.09499999999997
1198,361.0,21.18,500.0,249.93
1199,361.0,21.335,500.0,249.365
1200,361.085,21.525,500.0,248.10999999999999
1201,361.11,21.625,500.0,247.3
1202,361.15999999999997,22.35,500.0,248.24499999999998
1203,361.21500000000003,22.244999999999997,500.0,248.67
1204,361.315,22.315,500.0,248.36999999999998
1205,360.95,22.384999999999998,500.0,249.81
1206,360.83000000000004,22.085,500.0,249.58499999999998
1207,360.51,21.52,500.0,249.325
1208,360.515,21.19,500.0,248.75500000000002
1209,360.40500000000003,21.11,500.0,249.76
1210,360.27,20.759999999999998,500.0,249.35999999999999
1211,360.385,21.34,500.0,248.16
1212,361.27,21.325,500.0,246.26
1213,362.15,21.7,500.0,247.615
1214,362.32,22.035,500.0,248.83499999999998
1215,362.7,22.31,500.0,247.68
1216,363.03000000000003,22.09,500.0,246.475
1217,363.225,22.435,500.0,244.08
1218,363.52,22.375,500.0,243.375
1219,363.84499999999997,22.405,500.0,243.71999999999997
1220,364.445,21.96,500.0,245.01500000000001
1221,365.02,21.985,500.0,244.67
1222,366.025,21.685,500.0,242.38000000000002
1223,366.53000000000003,21.865000000000002,500.0,242.83
1224,364.475,22.009999999999998,500.0,243.625
1225,365.2,21.744999999999997,500.0,242.57
1226,365.755,22.015,500.0,242.725
1227,366.74,22.37,500.0,242.365
1228,367.16999999999996,22.490000000000002,500.0,242.77000000000004
1229,367.44,22.815,500.0,242.775
1230,367.325,23.1,500.0,244.10500000000002
1231,367.29499999999996,22.97,500.0,246.20999999999998
1232,367.325,22.845,500.0,247.38000000000002
1233,367.15,22.715,500.0,245.5
1234,367.2,22.48,500.0,245.28000000000003
1235,367.105,22.345,500.0,244.91500000000002
1236,367.07,22.345,500.0,245.60999999999999
1237,365.8,22.15,500.0,247.63000000000002
1238,363.36,22.43,500.0,250.41
1239,360.79499999999996,22.275,500.0,250.73499999999999
1240,357.855,22.634999999999998,500.0,249.36999999999998
1241,354.91999999999996,22.265,500.0,249.31
1242,351.555,22.115000000000002,500.0,250.15
1243,348.805,22.105,500.0,249.19
1244,348.575,21.915,500.0,250.25500000000002
1245,345.91999999999996,21.975,500.0,249.63000000000002
1246,343.15500000000003,21.555,500.0,250.61000000000004
1247,340.015,21.45,500.0,251.70999999999998
1248,337.275,21.595,500.0,251.075
1249,334.77,21.494999999999997,500.0,250.74499999999998
1250,331.93,21.415,500.0,250.54000000000002
1251,328.755,21.055,500.0,250.435
1252,326.2,21.225,500.0,250.58
1253,323.28000000000003,21.335,500.0,251.41500000000002
1254,320.21500000000003,21.9,500.0,251.375
1255,317.115,22.425,500.0,251.73499999999999
1256,314.015,22.380000000000003,500.0,251.675
1257,312.2,22.65,500.0,250.48499999999999
1258,311.43,22.665,500.0,249.64499999999998
1259,310.7,22.744999999999997,500.0,249.135
1260,307.675,22.81,500.0,249.14499999999998
1261,307.075,23.15,500.0,249.865
1262,306.54499999999996,23.525,500.0,250.06
1263,305.805,23.525,500.0,249.99499999999998
1264,302.755,23.645,500.0,248.695
1265,302.15999999999997,23.945,500.0,248.19
1266,301.11,24.57,500.0,247.54000000000002
1267,300.125,24.375,500.0,246.78000000000003
1268,299.075,23.994999999999997,500.0,247.01
